accountingDate,securitiesInformationProcessorSymbolIdentifier,issueName,issuerServicesGroupExchangeCode,marketClassCode,currentShortPositionQuantity,previousShortPositionQuantity,changePercent,changePreviousNumber,stockSplitFlag,averageDailyVolumeQuantity,daysToCoverQuantity,revisionFlag,settlementDate
20201231,ANSLY,Ansell Limited Sponsored ADR (,S,OTC,58,221,-73.76,-163,,568,1.00,,2020-12-31
20201231,ANSU,Amanasu Technologies Corp. Com,S,OTC,6936,6936,0.00,0,,1543,4.50,,2020-12-31
20201231,ANTGD,Advantagewon Oil Corp Ordinary,S,OTC,1211,0,100.00,1211,S,5994,1.00,,2020-12-31
20201231,ANTH,Anthera Pharmaceuticals Inc.,S,OTC,7353,8013,-8.24,-660,,1260639,1.00,,2020-12-31
20201231,ANTOF,IIDA GROUP HLDGS CO LTD Ordina,S,OTC,346195,219916,57.42,126279,,0,999.99,,2020-12-31
20201231,ANVV,Anvia Hldgs Corp Common Stock,S,OTC,1153,1153,0.00,0,,10019,1.00,,2020-12-31
20201231,ANXGF,Anaconda Mining Inc. Common Sh,S,OTC,225253,207619,8.49,17634,,89026,2.53,,2020-12-31
20201231,ANZBY,Australia and New Zealand Bank,S,OTC,3942,6329,-37.72,-2387,,40319,1.00,,2020-12-31
20201231,ANZFF,Air New Zealand Ltd Ordinary S,S,OTC,50,635,-92.13,-585,,25359,1.00,,2020-12-31
20201231,ANZLY,Air New Zealand Ltd American D,S,OTC,200,794,-74.81,-594,,335,1.00,,2020-12-31
20201231,AOCIF,Autocanada Inc Common Shares (,S,OTC,992955,999756,-0.68,-6801,,541,999.99,,2020-12-31
20201231,AOGC,Australian Oil & Gas Corporati,S,OTC,21858,26382,-17.15,-4524,,7387,2.96,,2020-12-31
20201231,AOIFF,Africa Oil Corp. Ordinary Shar,S,OTC,564488,511461,10.37,53027,,44657,12.64,,2020-12-31
20201231,AOMFF,Alstom Ordinary Shares Prov Re,S,OTC,162246,166099,-2.32,-3853,,1257,129.07,,2020-12-31
20201231,AOMUF,Autonomous Control Systems Lab,S,OTC,28040,30040,-6.66,-2000,,0,999.99,,2020-12-31
20201231,AONNF,Aeon Co Ltd Ordinary Shares,S,OTC,1982876,1701672,16.53,281204,,0,999.99,,2020-12-31
20201231,AONNY,Aeon Co Ltd American Depositar,S,OTC,1908,16,11825.00,1892,,1549,1.23,,2020-12-31
20201231,AOTOF,Anoto Group AB Ordinary Shares,S,OTC,4997,7497,-33.35,-2500,,455,10.98,,2020-12-31
20201231,AOTUF,Precinct Properties New Zealan,S,OTC,460,255,80.39,205,,0,999.99,,2020-12-31
20201231,AOTVF,Ascot Res Ltd Ordinary Shares,S,OTC,32833,44471,-26.17,-11638,,163131,1.00,,2020-12-31
20201231,AOWDF,AO World Plc Ordinary Shares (,S,OTC,475347,500479,-5.02,-25132,,0,999.99,,2020-12-31
20201231,AOXG,AOXING PHARMACEUTICAL CO INC C,S,OTC,204,204,0.00,0,,72116,1.00,,2020-12-31
20201231,AOZOF,Aozora Bank Ltd Ordinary Share,S,OTC,231427,349295,-33.74,-117868,,2091,110.68,,2020-12-31
20201231,AOZOY,Aozora Bank Ltd Sponsored ADR,S,OTC,432,1032,-58.14,-600,,816,1.00,,2020-12-31
20201231,APAFF,VanadiumCorp Resources Inc Ord,S,OTC,84460,44913,88.05,39547,,255738,1.00,,2020-12-31
20201231,APAJF,APA Group Stapled Security (Au,S,OTC,229490,175365,30.86,54125,,1834,125.13,,2020-12-31
20201231,APCX,AppTech Corp. Common Stock,S,OTC,2025,2861,-29.22,-836,,2474,1.00,,2020-12-31
20201231,APEAF,EAGERS AUTOMOTIVE LTD Ordinary,S,OTC,7360,7360,0.00,0,,0,999.99,,2020-12-31
20201231,APELF,Alps Electric Co Ltd Ordinary,S,OTC,317786,377839,-15.89,-60053,,0,999.99,,2020-12-31
20201231,APELY,Alps Alpine Co. Ltd. American,S,OTC,3841,3294,16.61,547,,2295,1.67,,2020-12-31
20201231,APEMY,Aperam New York Registry Share,S,OTC,1570,1570,0.00,0,,290,5.41,,2020-12-31
20201231,APEUF,Atlas Engineered Products Ltd.,S,OTC,55141,0,100.00,55141,,25480,2.16,,2020-12-31
20201231,APEX,APEX GLOBAL BRANDS INC Common,S,OTC,892,894,-0.22,-2,,13259,1.00,,2020-12-31
20201231,APGI,American Power Group Corp. Com,S,OTC,5977,0,100.00,5977,,137951,1.00,,2020-12-31
20201231,APGMF,Applied Graphene Matls PLC Ord,S,OTC,122893,43007,185.75,79886,,89996,1.37,,2020-12-31
20201231,APHE,Alpha Energy Inc  Common Stock,S,OTC,151,0,100.00,151,,875,1.00,,2020-12-31
20201231,APLIF,APPILI THERAPEUTICS INC CL A (,S,OTC,4567,15711,-70.93,-11144,,75202,1.00,,2020-12-31
20201231,APLN,AE Holding I Inc. Common Stoc,S,OTC,25,25,0.00,0,,45,1.00,,2020-12-31
20201231,APLO,Apollo Bancorp Inc. (PA) Comm,S,OTC,25,20,25.00,5,,38,1.00,,2020-12-31
20201231,APLVF,AP Alternative Assets L P Unit,S,OTC,504,14496,-96.52,-13992,,19179,1.00,,2020-12-31
20201231,APMCF,Morien Resources Corp. Common,S,OTC,2000,2000,0.00,0,,4562,1.00,,2020-12-31
20201231,APMFF,EAGLE GRAPHITE INC  Ordinary S,S,OTC,1111,0,100.00,1111,,931,1.19,,2020-12-31
20201231,APMSF,Aperam S.A. Luxembourg Ordina,S,OTC,34663,34817,-0.44,-154,,44,787.80,,2020-12-31
20201231,APNHF,Aspen Pharmacare Holdings plc,S,OTC,177752,177578,0.10,174,,236,753.19,,2020-12-31
20201231,APPB,Applied Biosciences Corp. Comm,S,OTC,2550,2550,0.00,0,,4643,1.00,,2020-12-31
20201231,APPEF,Appen Ltd Common Shares,S,OTC,14111,29820,-52.68,-15709,,594,23.76,,2020-12-31
20201231,APPZ,Monster Arts Inc. Common Stoc,S,OTC,1348404,2953614,-54.35,-1605210,,87467554,1.00,,2020-12-31
20201231,APRAF,Goldstrike Resources Ltd Ordin,S,OTC,286,36,694.44,250,,533,1.00,,2020-12-31
20201231,APRRF,Atlantic Pwr Pfd Equity Ltd Cu,S,OTC,72,0,100.00,72,,13,5.54,,2020-12-31
20201231,APRU,Apple Rush Company Inc Common,S,OTC,33810,0,100.00,33810,,5778912,1.00,,2020-12-31
20201231,APSI,Aqua Power Systems Inc. Common,S,OTC,3004,2306,30.27,698,,814067,1.00,,2020-12-31
20201231,APTCF,Advanced Proteome Therapeutics,S,OTC,22708,910,2395.38,21798,,6509,3.49,,2020-12-31
20201231,APTPF,Airports of Thailand Pblic Co,S,OTC,4680348,4649291,0.67,31057,,2401,999.99,,2020-12-31
20201231,APVS,Applied Visual Sciences Inc.,S,OTC,1500,5000,-70.00,-3500,,836825,1.00,,2020-12-31
20201231,APYP,Appyea Inc. Common Stock,S,OTC,6100,100,6000.00,6000,,1492466399,1.00,,2020-12-31
20201231,APYRF,Allied Properties Real Estate,S,OTC,53152,175877,-69.78,-122725,,785,67.71,,2020-12-31
20201231,AQARF,Aquila Resources Inc Ordinary,S,OTC,11701,89357,-86.91,-77656,,137988,1.00,,2020-12-31
20201231,AQFH,Aquesta Financial Holdings In,S,OTC,8,8,0.00,0,,191,1.00,,2020-12-31
20201231,AQSP,Acquired Sales Corp. Common St,S,OTC,1866,1941,-3.86,-75,,523,3.57,,2020-12-31
20201231,AQSZF,AEQUUS PHARMACEUTICALS INC Com,S,OTC,2385,2686,-11.21,-301,,19720,1.00,,2020-12-31
20201231,ARAFF,Arafura Resources NL Ordinary,S,OTC,4000,154872,-97.42,-150872,,267617,1.00,,2020-12-31
20201231,ARAO,AuraSource Inc. Common Stock,S,OTC,4055,1500,170.33,2555,,15698,1.00,,2020-12-31
20201231,ARBFF,ARB Corporation Ltd Ordinary S,S,OTC,108137,108254,-0.11,-117,,0,999.99,,2020-12-31
20201231,ARBKF,Argo Blockchain Plc Ordinary S,S,OTC,1056841,0,100.00,1056841,,1326951,1.00,,2020-12-31
20201231,ARBTF,Argo Gold Inc Ordinary Shares,S,OTC,4901,4901,0.00,0,,4818,1.02,,2020-12-31
20201231,ARBV,American Riviera Bank Common S,S,OTC,444,202,119.80,242,,50,8.88,,2020-12-31
20201231,ARCVF,Arcadis NV Ordinary Shares,S,OTC,188837,191649,-1.47,-2812,,727,259.75,,2020-12-31
20201231,ARCW,ARC Group Worldwide Inc. Comm,S,OTC,671,7368,-90.89,-6697,,19763,1.00,,2020-12-31
20201231,ARDLF,ARDENT LEISURE GROUP Ordinary,S,OTC,187100,164100,14.02,23000,,0,999.99,,2020-12-31
20201231,AREB,American Rebel Holdings Inc.,S,OTC,327,0,100.00,327,,7905,1.00,,2020-12-31
20201231,ARESF,Artis Real Estate Invt Tr Trus,S,OTC,697289,787557,-11.46,-90268,,1847,377.53,,2020-12-31
20201231,ARET,Arete Industries Inc. Common,S,OTC,10234,0,100.00,10234,,15349,1.00,,2020-12-31
20201231,AREVF,AREV NanoTec Brands Inc Common,S,OTC,300,0,100.00,300,,704,1.00,,2020-12-31
20201231,AREXQ,APPROACH RES INC Common Stock,S,OTC,468120,468120,0.00,0,,625717,1.00,,2020-12-31
20201231,ARFXF,PROMIS NEUROSCIENCES INC Commo,S,OTC,672,32028,-97.90,-31356,,358530,1.00,,2020-12-31
20201231,ARGGD,Aston Martin Lagonda Global Ho,S,OTC,3467,141874,-97.56,-138407,S,74566,1.00,R,2020-12-31
20201231,ARGKF,Aggreko Plc Ordinary Shares,S,OTC,785,947,-17.11,-162,,115,6.83,,2020-12-31
20201231,ARGL,Argyle Security Inc. Common S,S,OTC,440,440,0.00,0,,0,999.99,,2020-12-31
20201231,ARGNF,Argen X NV Ordinary Shares (Ne,S,OTC,103528,118680,-12.77,-15152,,0,999.99,,2020-12-31
20201231,ARGQ,Argentum 47 Inc. Common Stock,S,OTC,25330,21797,16.21,3533,,2240797,1.00,,2020-12-31
20201231,ARGTF,Artemis Gold Inc Common Stock,S,OTC,5918,7366,-19.66,-1448,,16715,1.00,,2020-12-31
20201231,ARHCF,Alfresa Holdings Corp Tokyo Or,S,OTC,27673,55219,-49.89,-27546,,0,999.99,,2020-12-31
20201231,ARHH,Assure Hldgs Corp Common Stock,S,OTC,7000,200,3400.00,6800,,32897,1.00,,2020-12-31
20201231,ARHOF,Amrest Hldgs Se Ordinary Share,S,OTC,1091,35941,-96.96,-34850,,0,999.99,,2020-12-31
20201231,ARHTF,Arht Media Inc. Ordinary Shar,S,OTC,304,1123,-72.93,-819,,81666,1.00,,2020-12-31
20201231,ARHUF,AAK AB Ordinary Shares,S,OTC,172550,154440,11.73,18110,,0,999.99,,2020-12-31
20201231,ARHVF,Archer Ltd. Ordinary Shares (B,S,OTC,6562,4352,50.78,2210,,2856,2.30,,2020-12-31
20201231,ARIZF,Affinity Metals Corp.  Common,S,OTC,7000,0,100.00,7000,,1455,4.81,,2020-12-31
20201231,ARKAF,Arkema Ordinary Shares (France,S,OTC,10538,9824,7.27,714,,23,458.17,,2020-12-31
20201231,ARKAY,Arkema Sponsored ADR (France),S,OTC,1276,1390,-8.20,-114,,2307,1.00,,2020-12-31
20201231,ARLUF,Aristocrat Leisure Ltd Ord Ord,S,OTC,1718,1449,18.56,269,,482,3.56,,2020-12-31
20201231,ARMC,Asiarim Corporation Common Sto,S,OTC,154,209,-26.32,-55,,54,2.85,,2020-12-31
20201231,ARMZF,Aura Minerals Inc Common Share,S,OTC,44,28359,-99.84,-28315,,1045,1.00,,2020-12-31
20201231,ARNGF,Argonaut Gold Inc Ordinary Sha,S,OTC,6019777,5422936,11.01,596841,,157545,38.21,,2020-12-31
20201231,AROSF,Aurora Spine Corp Com (Canada),S,OTC,5036,0,100.00,5036,,86045,1.00,,2020-12-31
20201231,ARPC,Arem Pacific Corporation. Comm,S,OTC,1,1,0.00,0,,7,1.00,,2020-12-31
20201231,ARREF,Amerigo Resources Ltd. Ordina,S,OTC,9976,6,166166.67,9970,,121645,1.00,,2020-12-31
20201231,ARRHW,Arch Resources Inc. Warrant,S,OTC,645,645,0.00,0,,5,129.00,,2020-12-31
20201231,ARRJF,ARJO AB Ordinary Shares (Swede,S,OTC,2356,2423,-2.77,-67,,227,10.38,,2020-12-31
20201231,ARRLF,ALROSA CJSC SHS (Russia),S,OTC,10,15,-33.33,-5,,0,999.99,,2020-12-31
20201231,ARRPY,Aeroports de Paris SA American,S,OTC,160,160,0.00,0,,64,2.50,,2020-12-31
20201231,ARRRF,Ardea Res Ltd Ordinary Shares,S,OTC,15386,65311,-76.44,-49925,,56811,1.00,,2020-12-31
20201231,ARSLF,Altima Resources Ltd Common Sh,S,OTC,107120,74,144656.76,107046,,26570,4.03,,2020-12-31
20201231,ARSMF,ARES STRATEGIC MNG INC Common,S,OTC,87807,54038,62.49,33769,,1438352,1.00,,2020-12-31
20201231,ARSN,AUREUS INC  Common Stock,S,OTC,9533,204960,-95.35,-195427,,30925804,1.00,,2020-12-31
20201231,ARSSF,Assura Plc REIT (United Kingdo,S,OTC,19121,16541,15.60,2580,,770,24.83,,2020-12-31
20201231,ARST,Arista Financial Corp.  Common,S,OTC,6680,0,100.00,6680,,32275841,1.00,,2020-12-31
20201231,ARSUF,Fagron SA Ordinary Shares,S,OTC,6892,6704,2.80,188,,118,58.41,,2020-12-31
20201231,ARTH,Arch Therapeutics Inc. Common,S,OTC,313264,379542,-17.46,-66278,,805964,1.00,,2020-12-31
20201231,ARTTF,Artemis Resources Ltd West Per,S,OTC,12507,18804,-33.49,-6297,,125099,1.00,,2020-12-31
20201231,ARUXF,Acrux Ltd Ordinary Shares (Aus,S,OTC,1000,0,100.00,1000,,455,2.20,,2020-12-31
20201231,ARWD,Arrow Resources Development I,S,OTC,32639,49639,-34.25,-17000,,66571,1.00,,2020-12-31
20201231,ARWGF,Arrow Global Group PLC Ordinar,S,OTC,10,10,0.00,0,,0,999.99,,2020-12-31
20201231,ARXRF,Infinite Ore Corp.  Common Sha,S,OTC,11570,2700,328.52,8870,,12993,1.00,,2020-12-31
20201231,ARXXL,AirXpanders Inc Shs Chess Depo,S,OTC,2000,2000,0.00,0,,0,999.99,,2020-12-31
20201231,ARYX,ARYx Therapeutics Inc. Common,S,OTC,27620,59419,-53.52,-31799,,63370,1.00,,2020-12-31
20201231,ARZGF,Assicurazioni Generali Spa Ord,S,OTC,1159278,1158135,0.10,1143,,1158,999.99,,2020-12-31
20201231,ARZGY,Assicurazioni Generali Spa Ord,S,OTC,4045,3684,9.80,361,,474,8.53,,2020-12-31
20201231,ARZTF,Aryzta Ag Zuerich Namen -Akt,S,OTC,6778698,6894620,-1.68,-115922,,0,999.99,,2020-12-31
20201231,ARZTY,Aryzta Ag Zuerich Unsponsored,S,OTC,23627,52148,-54.69,-28521,,12400,1.91,,2020-12-31
20201231,ASAAF,At& S Austria Technologie & &,S,OTC,3401,1551,119.28,1850,,0,999.99,,2020-12-31
20201231,ASAGF,Australian Agricultural Co Ord,S,OTC,388169,393255,-1.29,-5086,,26953,14.40,,2020-12-31
20201231,ASAZF,Assa Abloy AB Ordinary Shares,S,OTC,3065444,4072432,-24.73,-1006988,,7893,388.38,,2020-12-31
20201231,ASAZY,Assa Abloy AB Unsponsored ADR,S,OTC,74732,518150,-85.58,-443418,,277037,1.00,,2020-12-31
20201231,ASBFF,Associated British Foods Plc O,S,OTC,57437,58759,-2.25,-1322,,635,90.45,,2020-12-31
20201231,ASBFY,Associated British Foods Plc A,S,OTC,7183,1980,262.78,5203,,10158,1.00,,2020-12-31
20201231,ASBRF,Asahi Group Holdings Ltd Ordin,S,OTC,349015,426439,-18.16,-77424,,406,859.64,,2020-12-31
20201231,ASBRY,Asahi Group Holdings Ltd Unspo,S,OTC,25,25,0.00,0,,5,5.00,,2020-12-31
20201231,ASCCF,Asics Corporation Ordinary Sha,S,OTC,876733,931391,-5.87,-54658,,20,999.99,,2020-12-31
20201231,ASCCY,Asics Corporation American Dep,S,OTC,901,583,54.55,318,,450,2.00,,2020-12-31
20201231,ASCJF,American Shipping Company ASA,S,OTC,2238,2013,11.18,225,,145,15.43,,2020-12-31
20201231,ASCK,AUSCRETE CORP Common Stock,S,OTC,89670,8100,1007.04,81570,,4061902,1.00,,2020-12-31
20201231,ASCLF,Ascletis Pharma Inc Ordinary S,S,OTC,1,1,0.00,0,,2356,1.00,,2020-12-31
20201231,ASCOF,Ascopiave SPA Treviso Ordinary,S,OTC,32469,53895,-39.76,-21426,,0,999.99,,2020-12-31
20201231,ASDN,Astro Aerospace Ltd. Common St,S,OTC,150726,16337,822.61,134389,,2964406,1.00,,2020-12-31
20201231,ASDZF,Arctic Star Expl Corp Common S,S,OTC,22,22,0.00,0,,18,1.22,,2020-12-31
20201231,ASEKF,Aisin Seiki Co Ltd Ordinary Sh,S,OTC,299950,348088,-13.83,-48138,,8,999.99,,2020-12-31
20201231,ASFZ,ASSOCIATES FIRST CAPITAL CORPO,S,OTC,2000,2000,0.00,0,,3918,1.00,,2020-12-31
20201231,ASGLF,AGC INC Ordinary Shares,S,OTC,153839,102705,49.79,51134,,0,999.99,,2020-12-31
20201231,ASGLY,AGC Inc. American Depositary R,S,OTC,3140,2833,10.84,307,,3173,1.00,,2020-12-31
20201231,ASGOF,Asante Gold Corporation Common,S,OTC,20000,0,100.00,20000,,8833,2.26,,2020-12-31
20201231,ASGTF,Altus group Ltd Common Stock,S,OTC,147628,150522,-1.92,-2894,,385,383.45,,2020-12-31
20201231,ASGXF,Asia Global Crossing Ltd. Clas,S,OTC,6322,8322,-24.03,-2000,,102058,1.00,,2020-12-31
20201231,ASHTF,Ashtead Group Plc Ordinary Sha,S,OTC,124422,134237,-7.31,-9815,,2354,52.86,,2020-12-31
20201231,ASHTY,Ashtead Group Plc Unsponsored,S,OTC,25086,26848,-6.56,-1762,,11513,2.18,,2020-12-31
20201231,ASKE,Alaska Pacific Energy Corporat,S,OTC,1472999,1472999,0.00,0,,13973395,1.00,,2020-12-31
20201231,ASKH,Astika Holdings Inc. Com,S,OTC,800,0,100.00,800,,63482,1.00,,2020-12-31
20201231,ASKTF,Asetek A S Ordinary Shares (De,S,OTC,474,80,492.50,394,,0,999.99,,2020-12-31
20201231,ASLEF,Asaleo Care Ltd. Ordinary Shar,S,OTC,100,28,257.14,72,,18,5.56,,2020-12-31
20201231,ASLRF,Alien Metals Ltd Common Shares,S,OTC,13679,23779,-42.47,-10100,,67818,1.00,,2020-12-31
20201231,ASMIY,ASM International N.V. NY Regi,S,OTC,101,1,10000.00,100,,1243,1.00,,2020-12-31
20201231,ASMLF,ASML Holding N.V. Ordinary Sha,S,OTC,212942,145900,45.95,67042,,5878,36.23,,2020-12-31
20201231,ASMVF,Asm Pacific Technology Ltd Ord,S,OTC,121830,144302,-15.57,-22472,,78,999.99,,2020-12-31
20201231,ASMVY,Asm Pacific Technology Ltd Uns,S,OTC,7529,1197,528.99,6332,,13100,1.00,,2020-12-31
20201231,ASMXF,ASM International NV Ordinary,S,OTC,34053,23850,42.78,10203,,0,999.99,,2020-12-31
20201231,ASNAQ,Ascena Retail Group Inc. Comm,S,OTC,887503,1138996,-22.08,-251493,,407216,2.18,,2020-12-31
20201231,ASNXF,Asante Inc Ordinary Shares (Ja,S,OTC,1443,143,909.09,1300,,0,999.99,,2020-12-31
20201231,ASOMF,ASOS Plc Ordinary Shares (Unit,S,OTC,149904,147795,1.43,2109,,0,999.99,,2020-12-31
20201231,ASOMY,ASOS Plc Unsponsored ADR (Unit,S,OTC,875,602,45.35,273,,1994,1.00,,2020-12-31
20201231,ASOZY,Asseco Poland S.A. Sponsored A,S,OTC,16,16,0.00,0,,1083,1.00,,2020-12-31
20201231,ASPCF,ACERUS PHARMACEUTICALS CORP Co,S,OTC,14076,13707,2.69,369,,63321,1.00,,2020-12-31
20201231,ASPGF,ASPIRE GLOBAL PLC GBP 0.0025 O,S,OTC,120,0,100.00,120,,1182,1.00,,2020-12-31
20201231,ASPHF,ASCENTAGE PHARMA GROUP INTL HK,S,OTC,346500,0,100.00,346500,,0,999.99,,2020-12-31
20201231,ASRMF,Grupo Aeroportuario Del Surest,S,OTC,498978,436325,14.36,62653,,55,999.99,,2020-12-31
20201231,ASRRF,ASR NEDERLAND N.V. Ordinary Sh,S,OTC,49294,43314,13.81,5980,,0,999.99,,2020-12-31
20201231,ASSF,Assisted 4 Living Inc Common S,S,OTC,75,0,100.00,75,,73,1.03,,2020-12-31
20201231,ASTI,ASCENT SOLAR TECHNOLOGIES INC,S,OTC,94775,1524440,-93.78,-1429665,,329083482,1.00,,2020-12-31
20201231,ASTO,Astro Communications Inc Commo,S,OTC,168,168,0.00,0,,3,56.00,,2020-12-31
20201231,ASTPF,ASTM SPA Ordinary Shares (Ital,S,OTC,41691,48888,-14.72,-7197,,42,992.64,,2020-12-31
20201231,ASTVF,Austevoll Seafood ASA Ordinary,S,OTC,574,574,0.00,0,,0,999.99,,2020-12-31
20201231,ASUTZ,Asustek Computer Inc Sponsored,S,OTC,2,2,0.00,0,,0,999.99,,2020-12-31
20201231,ASUUY,Asustek Computer Inc Sponsored,S,OTC,130495,130495,0.00,0,,22,999.99,,2020-12-31
20201231,ASWRF,GUNGNIR RESOURCES INC. Ordinar,S,OTC,600,500,20.00,100,,58127,1.00,,2020-12-31
20201231,ASXFF,ASX Ltd Ordinary Shares (Austr,S,OTC,48460,47310,2.43,1150,,604,80.23,,2020-12-31
20201231,ASXFY,ASX Ltd Unsponsored ADR (Austr,S,OTC,15,721,-97.92,-706,,2020,1.00,,2020-12-31
20201231,ASXSF,Elysee Development Corp. Commo,S,OTC,4439,4539,-2.20,-100,,7075,1.00,,2020-12-31
20201231,ATADF,Atac Resources Ltd Ordinary Sh,S,OTC,5162,4001,29.02,1161,,247799,1.00,,2020-12-31
20201231,ATAO,Altair International Corp Comm,S,OTC,128,522,-75.48,-394,,582548,1.00,,2020-12-31
20201231,ATASF,Atlantia SPA Ordinary shares (,S,OTC,1583139,1461975,8.29,121164,,835,999.99,,2020-12-31
20201231,ATASY,Atlantia SPA Unsponsored ADR (,S,OTC,15914,15963,-0.31,-49,,12161,1.31,,2020-12-31
20201231,ATBHF,Aston Bay Holdings Ltd. Ordina,S,OTC,25187,9788,157.33,15399,,119287,1.00,,2020-12-31
20201231,ATBPF,Antibe Therapeutics Inc. Ordi,S,OTC,28647,24781,15.60,3866,,57172,1.00,,2020-12-31
20201231,ATBYF,Abitibi Royalties Inc Ordinar,S,OTC,1007,1907,-47.19,-900,,1775,1.00,,2020-12-31
20201231,ATCC,Ameritrust Corporation Common,S,OTC,5,17,-70.59,-12,,11096,1.00,,2020-12-31
20201231,ATCLF,Advance TC LTD Common Stock  (,S,OTC,190,190,0.00,0,,0,999.99,,2020-12-31
20201231,ATCMF,Atico Mining Corp Com (Canada),S,OTC,53339,43608,22.31,9731,,44810,1.19,,2020-12-31
20201231,ATDRF,AUTO TRADER GROUP PLC Ordinary,S,OTC,14312849,14474738,-1.12,-161889,,0,999.99,,2020-12-31
20201231,ATDRY,AUTO TRADER GROUP PLC American,S,OTC,272774,249759,9.21,23015,,186342,1.46,,2020-12-31
20201231,ATDS,DATA443 RISK MITIGATION INC NE,S,OTC,341420,103146,231.01,238274,,22454016,1.00,,2020-12-31
20201231,ATEYY,Advantest Corporation American,S,OTC,4863,2262,114.99,2601,,1884,2.58,,2020-12-31
20201231,ATGFF,AltaGas Ltd Ordinary Shares (C,S,OTC,2801550,2698251,3.83,103299,,15497,180.78,,2020-12-31
20201231,ATGN,AltiGen Communications Inc. C,S,OTC,1059,2075,-48.96,-1016,,36157,1.00,,2020-12-31
20201231,ATGSF,Autogrill Spa 1000 Itl Ordinar,S,OTC,592813,554675,6.88,38138,,182,999.99,,2020-12-31
20201231,ATGSY,Autogrill Spa Unsponsored ADR,S,OTC,152,2,7500.00,150,,95,1.60,,2020-12-31
20201231,ATHC,Accelerated Technologies Holdi,S,OTC,175,262,-33.21,-87,,5624,1.00,,2020-12-31
20201231,ATHJF,Antisense Therapeutics Ltd Ord,S,OTC,861,1161,-25.84,-300,,852,1.01,,2020-12-31
20201231,ATHOF,Athabasca Oil Corporation Ordi,S,OTC,4827867,4747405,1.69,80462,,117977,40.92,,2020-12-31
20201231,ATIXF,Analytixinsight Inc Common Sha,S,OTC,17889,1145,1462.36,16744,,48103,1.00,,2020-12-31
20201231,ATLCY,Atlas Copco Ab Sponsored ADR r,S,OTC,6167,1999,208.50,4168,,5893,1.05,,2020-12-31
20201231,ATLKF,Atlas Copco Aktiebolag Ordinar,S,OTC,411903,156276,163.57,255627,,44,999.99,,2020-12-31
20201231,ATLKY,Atlas Copco Ab Sponsored ADR r,S,OTC,52082,59450,-12.39,-7368,,237503,1.00,,2020-12-31
20201231,ATLS,Atlas Energy Group LLC,S,OTC,38253,38253,0.00,0,,28683,1.33,,2020-12-31
20201231,ATMH,ALL THINGS MOBILE ANALYTIC INC,S,OTC,4306,6585,-34.61,-2279,,175459,1.00,,2020-12-31
20201231,ATMQF,Ateam Inc Common Stock (Japan),S,OTC,1900,1900,0.00,0,,0,999.99,,2020-12-31
20201231,ATMS,Artemis Therapeutics Inc. Com,S,OTC,100,0,100.00,100,,7135,1.00,,2020-12-31
20201231,ATNNF,Autoneum Holding AG Winterthu,S,OTC,1983,1925,3.01,58,,0,999.99,,2020-12-31
20201231,ATONF,Anton Oilfield Services Group,S,OTC,5373309,5373309,0.00,0,,0,999.99,,2020-12-31
20201231,ATOXF,Durango Resources Inc.  Commo,S,OTC,500,500,0.00,0,,13701,1.00,,2020-12-31
20201231,ATPL,Atlantis Plastics Inc. Common,S,OTC,20860,20860,0.00,0,,2111,9.88,,2020-12-31
20201231,ATPTD,Petro USA Inc. Common Stock,S,OTC,1,561504,-100.00,-561503,S,277,1.00,R,2020-12-31
20201231,ATRBF,Atrium European Real Estate Li,S,OTC,25701,30797,-16.55,-5096,,0,999.99,,2020-12-31
20201231,ATRLF,Sacgasco Ltd Ordinary Shares,S,OTC,2210,2210,0.00,0,,0,999.99,,2020-12-31
20201231,ATROB,Astronics Corporation Class B,S,OTC,33772,33346,1.28,426,,1505,22.44,,2020-12-31
20201231,ATRX,Adhera Therapeutics Inc Common,S,OTC,2743,1389,97.48,1354,,87717,1.00,,2020-12-31
20201231,ATSAF,Ats Automated Tooling Ordinary,S,OTC,367977,420226,-12.43,-52249,,1573,233.93,,2020-12-31
20201231,ATSKF,Allied Telesis Holdings KK  Or,S,OTC,13400,15385,-12.90,-1985,,0,999.99,,2020-12-31
20201231,ATTBF,Abattis Bioceuticals Corp. Ord,S,OTC,9250,17716,-47.79,-8466,,1167167,1.00,,2020-12-31
20201231,ATTLF,Atlas Copco Aktiebolag Ordinar,S,OTC,218277,179895,21.34,38382,,341,640.11,,2020-12-31
20201231,ATTQF,ATTACQ LTD Ordinary Shares (So,S,OTC,5,220,-97.73,-215,,0,999.99,,2020-12-31
20201231,ATTRF,Ascott Residence Trust REIT  (,S,OTC,5514604,5191778,6.22,322826,,0,999.99,,2020-12-31
20201231,ATURF,Sixth Wave Innovations Inc Ord,S,OTC,21329,22550,-5.41,-1221,,32053,1.00,,2020-12-31
20201231,ATUSF,Altius Minerals Corp Ordinary,S,OTC,166870,171050,-2.44,-4180,,62937,2.65,,2020-12-31
20201231,ATUUF,Altura Energy Inc Ordinary Sha,S,OTC,3030,180,1583.33,2850,,559,5.42,,2020-12-31
20201231,ATVDY,Atresmedia Corporacion De Medi,S,OTC,5000,482,937.34,4518,,2482,2.01,,2020-12-31
20201231,ATVK,Ameritek Ventures Common Stock,S,OTC,69778,27357,155.06,42421,,31517973,1.00,,2020-12-31
20201231,ATVVF,Australian Vanadium Ordinary S,S,OTC,124164,142659,-12.96,-18495,,264286,1.00,,2020-12-31
